"Dia","Mes","Ano","Estado","Comunidad","Sitio","Latitud","Longitud","Habitat","Zonificacion","TipoProteccion","ANP","BuzoMonitor","HoraInicial","HoraFinal","ProfundidadInicial","ProfundidadFinal","Temperatura","Visibilidad","Corriente","Transecto","Genero","Especie","GeneroEspecie","Abundancia"
8,10,2010,"Sonora","Bahia de Kino","Barra baya",28.3772,-112.31511,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Leopoldo Encinas",NA,NA,18.4,18.4,NA,NA,NA,7,"ND","sp.","Gorgoniidae sp.",8
8,10,2010,"Sonora","Bahia de Kino","Barra baya",28.3772,-112.31511,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Leopoldo Encinas",NA,NA,18.4,18.4,NA,NA,NA,7,"Eucidaris","thouarsii","Eucidaris thouarsii",7
8,10,2010,"Sonora","Bahia de Kino","Barra baya",28.3772,-112.31511,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Leopoldo Encinas",NA,NA,18.4,18.4,NA,NA,NA,7,"Diadema","mexucanum","Diadema mexicanum",1
8,10,2010,"Sonora","Bahia de Kino","Barra baya",28.3772,-112.31511,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Leopoldo Encinas",NA,NA,18.4,18.4,NA,NA,NA,7,"Hyotissa","hyotis","Hyotissa hyotis",11
8,10,2010,"Sonora","Bahia de Kino","Barra baya",28.3772,-112.31511,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Leopoldo Encinas",NA,NA,18.4,18.4,NA,NA,NA,7,"Phataria","unifascialis","Phataria unifascialis",2
8,10,2010,"Sonora","Bahia de Kino","Barra baya",28.3772,-112.31511,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Leopoldo Encinas",NA,NA,18.4,18.4,NA,NA,NA,7,"Echinaster","tenuispinus","Echinaster (Othilia) tenuispinus",2
8,10,2010,"Sonora","Bahia de Kino","Barra baya",28.3772,-112.31511,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Leopoldo Encinas",NA,NA,18.4,18.4,NA,NA,NA,7,"ND","sp.","Gorgoniidae sp.",15
8,10,2010,"Sonora","Bahia de Kino","Barra baya",28.3772,-112.31511,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Leopoldo Encinas",NA,NA,18.4,18.4,NA,NA,NA,7,"Hyotissa","hyotis","Hyotissa hyotis",7
8,10,2010,"Sonora","Bahia de Kino","Barra baya",28.3772,-112.31511,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,19.7,19.7,NA,NA,NA,4,"Pharia","pyramidata","Pharia pyramidata",1
8,10,2010,"Sonora","Bahia de Kino","Barra baya",28.3772,-112.31511,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,19.7,19.7,NA,NA,NA,4,"Phataria","unifascialis","Phataria unifascialis",1
8,10,2010,"Sonora","Bahia de Kino","Barra baya",28.3772,-112.31511,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,19.7,19.7,NA,NA,NA,4,"ND","sp.","Gorgoniidae sp.",3
8,10,2010,"Sonora","Bahia de Kino","Barra baya",28.3772,-112.31511,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,19.7,19.7,NA,NA,NA,4,"Antipathes","galapagensis","Antipathes galapagensis",1
8,10,2010,"Sonora","Bahia de Kino","Barra baya",28.3772,-112.31511,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,19.7,19.7,NA,NA,NA,4,"Eucidaris","thouarsii","Eucidaris thouarsii",1
8,10,2010,"Sonora","Bahia de Kino","Barra baya",28.3772,-112.31511,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,19.7,19.7,NA,NA,NA,4,"Hyotissa","hyotis","Hyotissa hyotis",3
8,10,2010,"Sonora","Bahia de Kino","Barra baya",28.3772,-112.31511,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,19.7,19.7,NA,NA,NA,4,"Echinaster","tenuispinus","Echinaster (Othilia) tenuispinus",1
8,10,2010,"Sonora","Bahia de Kino","Barra baya",28.3772,-112.31511,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,19.7,19.7,NA,NA,NA,4,"ND","sp.","Gorgoniidae sp.",4
8,10,2010,"Sonora","Bahia de Kino","Barra baya",28.3772,-112.31511,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,19.7,19.7,NA,NA,NA,4,"Pharia","pyramidata","Pharia pyramidata",1
8,10,2010,"Sonora","Bahia de Kino","Barra baya",28.3772,-112.31511,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,19.7,19.7,NA,NA,NA,4,"Phataria","unifascialis","Phataria unifascialis",1
8,10,2010,"Sonora","Bahia de Kino","Barra baya",28.3772,-112.31511,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,19.7,19.7,NA,NA,NA,4,"Echinaster","tenuispinus","Echinaster (Othilia) tenuispinus",1
8,10,2010,"Sonora","Bahia de Kino","Barra baya",28.3772,-112.31511,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,19.7,19.7,NA,NA,NA,4,"ND","sp.","Gorgoniidae sp.",8
8,10,2010,"Sonora","Bahia de Kino","Barra baya",28.3772,-112.31511,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,18.1,18.1,NA,NA,NA,5,"Phataria","unifascialis","Phataria unifascialis",2
8,10,2010,"Sonora","Bahia de Kino","Barra baya",28.3772,-112.31511,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,18.1,18.1,NA,NA,NA,5,"Antipathes","galapagensis","Antipathes galapagensis",3
8,10,2010,"Sonora","Bahia de Kino","Barra baya",28.3772,-112.31511,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,18.1,18.1,NA,NA,NA,5,"Eucidaris","thouarsii","Eucidaris thouarsii",1
8,10,2010,"Sonora","Bahia de Kino","Barra baya",28.3772,-112.31511,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,18.1,18.1,NA,NA,NA,5,"ND","sp.","Gorgoniidae sp.",7
8,10,2010,"Sonora","Bahia de Kino","Barra baya",28.3772,-112.31511,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,18.1,18.1,NA,NA,NA,5,"Antipathes","galapagensis","Antipathes galapagensis",4
8,10,2010,"Sonora","Bahia de Kino","Barra baya",28.3772,-112.31511,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,18.1,18.1,NA,NA,NA,5,"Eucidaris","thouarsii","Eucidaris thouarsii",4
8,10,2010,"Sonora","Bahia de Kino","Barra baya",28.3772,-112.31511,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,18.1,18.1,NA,NA,NA,5,"Phataria","unifascialis","Phataria unifascialis",1
8,10,2010,"Sonora","Bahia de Kino","Barra baya",28.3772,-112.31511,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,18.1,18.1,NA,NA,NA,5,"ND","sp.","Gorgoniidae sp.",2
8,10,2010,"Sonora","Bahia de Kino","Barra baya",28.3772,-112.31511,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,18.1,18.1,NA,NA,NA,5,"Antipathes","galapagensis","Antipathes galapagensis",1
8,10,2010,"Sonora","Bahia de Kino","Barra baya",28.3772,-112.31511,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,18.1,18.1,NA,NA,NA,5,"Hyotissa","hyotis","Hyotissa hyotis",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Flaviano Pelayo",NA,NA,5,5,NA,NA,NA,5,"Pharia","pyramidata","Pharia pyramidata",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Flaviano Pelayo",NA,NA,5,5,NA,NA,NA,5,"Echinaster","tenuispinus","Echinaster (Othilia) tenuispinus",2
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Flaviano Pelayo",NA,NA,5,5,NA,NA,NA,5,"ND","sp.","Gorgoniidae sp.",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Flaviano Pelayo",NA,NA,5,5,NA,NA,NA,5,"Tripneustes","depressus","Tripneustes depressus",8
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Flaviano Pelayo",NA,NA,5,5,NA,NA,NA,5,"Eucidaris","thouarsii","Eucidaris thouarsii",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Flaviano Pelayo",NA,NA,5,5,NA,NA,NA,5,"Tripneustes","depressus","Tripneustes depressus",19
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Flaviano Pelayo",NA,NA,5,5,NA,NA,NA,5,"Tripneustes","depressus","Tripneustes depressus",3
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Flaviano Pelayo",NA,NA,5,5,NA,NA,NA,5,"Hexaplex","princeps","Hexaplex princeps",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Alejandra Meza",NA,NA,6,6,NA,NA,NA,6,"Pharia","pyramidata","Pharia pyramidata",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Alejandra Meza",NA,NA,6,6,NA,NA,NA,6,"Tripneustes","depressus","Tripneustes depressus",10
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Alejandra Meza",NA,NA,6,6,NA,NA,NA,6,"Mithrodia","bradleyi","Mithrodia bradleyi",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Alejandra Meza",NA,NA,6,6,NA,NA,NA,6,"Phataria","unifascialis","Phataria unifascialis",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Alejandra Meza",NA,NA,6,6,NA,NA,NA,6,"Tripneustes","depressus","Tripneustes depressus",17
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Alejandra Meza",NA,NA,6,6,NA,NA,NA,6,"Eucidaris","thouarsii","Eucidaris thouarsii",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Alejandra Meza",NA,NA,6,6,NA,NA,NA,6,"Tripneustes","depressus","Tripneustes depressus",2
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Alejandra Meza",NA,NA,6,6,NA,NA,NA,6,"Hexaplex","princeps","Hexaplex princeps",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Flaviano Pelayo",NA,NA,5,5,NA,NA,NA,7,"Phataria","unifascialis","Phataria unifascialis",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Flaviano Pelayo",NA,NA,5,5,NA,NA,NA,7,"Eucidaris","thouarsii","Eucidaris thouarsii",2
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Flaviano Pelayo",NA,NA,5,5,NA,NA,NA,7,"Tripneustes","depressus","Tripneustes depressus",8
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Flaviano Pelayo",NA,NA,5,5,NA,NA,NA,7,"Hexaplex","princeps","Hexaplex princeps",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Flaviano Pelayo",NA,NA,5,5,NA,NA,NA,7,"ND","sp.","Gorgoniidae sp.",3
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Flaviano Pelayo",NA,NA,5,5,NA,NA,NA,7,"Tripneustes","depressus","Tripneustes depressus",7
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Flaviano Pelayo",NA,NA,5,5,NA,NA,NA,7,"Hexaplex","princeps","Hexaplex princeps",3
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Flaviano Pelayo",NA,NA,5,5,NA,NA,NA,7,"Pharia","pyramidata","Pharia pyramidata",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Flaviano Pelayo",NA,NA,5,5,NA,NA,NA,7,"ND","sp.","Gorgoniidae sp.",2
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Flaviano Pelayo",NA,NA,5,5,NA,NA,NA,7,"Tripneustes","depressus","Tripneustes depressus",15
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Flaviano Pelayo",NA,NA,5,5,NA,NA,NA,8,"Phataria","unifascialis","Phataria unifascialis",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Flaviano Pelayo",NA,NA,5,5,NA,NA,NA,8,"ND","sp.","Gorgoniidae sp.",2
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Flaviano Pelayo",NA,NA,5,5,NA,NA,NA,8,"Tripneustes","depressus","Tripneustes depressus",4
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Flaviano Pelayo",NA,NA,5,5,NA,NA,NA,8,"Isostichopus","fuscus","Isostichopus fuscus",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Flaviano Pelayo",NA,NA,5,5,NA,NA,NA,8,"Pharia","pyramidata","Pharia pyramidata",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Flaviano Pelayo",NA,NA,5,5,NA,NA,NA,8,"Tripneustes","depressus","Tripneustes depressus",3
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Alejandra Meza",NA,NA,13,13,NA,NA,NA,1,"Pentaceraster ","cumingi","Pentaceraster cumingi",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Alejandra Meza",NA,NA,13,13,NA,NA,NA,1,"Phataria","unifascialis","Phataria unifascialis",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Alejandra Meza",NA,NA,13,13,NA,NA,NA,1,"Echinaster","tenuispinus","Echinaster (Othilia) tenuispinus",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Alejandra Meza",NA,NA,13,13,NA,NA,NA,1,"Eucidaris","thouarsii","Eucidaris thouarsii",6
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Alejandra Meza",NA,NA,13,13,NA,NA,NA,1,"Pentaceraster ","cumingi","Pentaceraster cumingi",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Alejandra Meza",NA,NA,13,13,NA,NA,NA,1,"Pharia","pyramidata","Pharia pyramidata",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Alejandra Meza",NA,NA,13,13,NA,NA,NA,1,"Phataria","unifascialis","Phataria unifascialis",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Alejandra Meza",NA,NA,13,13,NA,NA,NA,1,"Eucidaris","thouarsii","Eucidaris thouarsii",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Alejandra Meza",NA,NA,13,13,NA,NA,NA,1,"Spondylus","limbatus","Spondylus limbatus",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Alejandra Meza",NA,NA,13,13,NA,NA,NA,1,"Pentaceraster ","cumingi","Pentaceraster cumingi",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Alejandra Meza",NA,NA,13,13,NA,NA,NA,1,"Phataria","unifascialis","Phataria unifascialis",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Alejandra Meza",NA,NA,13,13,NA,NA,NA,1,"Echinaster","tenuispinus","Echinaster (Othilia) tenuispinus",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Alejandra Meza",NA,NA,13.5,13.5,NA,NA,NA,2,"Pharia","pyramidata","Pharia pyramidata",2
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Alejandra Meza",NA,NA,13.5,13.5,NA,NA,NA,2,"Eucidaris","thouarsii","Eucidaris thouarsii",10
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Alejandra Meza",NA,NA,13.5,13.5,NA,NA,NA,2,"Pteria","sterna","Pteria sterna",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Alejandra Meza",NA,NA,13.5,13.5,NA,NA,NA,2,"Pharia","pyramidata","Pharia pyramidata",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Alejandra Meza",NA,NA,13.5,13.5,NA,NA,NA,2,"Phataria","unifascialis","Phataria unifascialis",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Alejandra Meza",NA,NA,13.5,13.5,NA,NA,NA,2,"Hexaplex","princeps","Hexaplex princeps",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Alejandra Meza",NA,NA,13.5,13.5,NA,NA,NA,2,"Hexaplex","princeps","Hexaplex princeps",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,11,11,NA,NA,NA,11,"Pharia","pyramidata","Pharia pyramidata",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,11,11,NA,NA,NA,11,"Phataria","unifascialis","Phataria unifascialis",2
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,11,11,NA,NA,NA,11,"ND","sp.","Gorgoniidae sp.",6
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,11,11,NA,NA,NA,11,"Tripneustes","depressus","Tripneustes depressus",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,11,11,NA,NA,NA,11,"Hyotissa","hyotis","Hyotissa hyotis",2
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,11,11,NA,NA,NA,11,"Pharia","pyramidata","Pharia pyramidata",2
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,11,11,NA,NA,NA,11,"Phataria","unifascialis","Phataria unifascialis",3
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,11,11,NA,NA,NA,11,"ND","sp.","Gorgoniidae sp.",8
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,11,11,NA,NA,NA,11,"Tripneustes","depressus","Tripneustes depressus",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,11,11,NA,NA,NA,11,"Hexaplex","princeps","Hexaplex princeps",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,11,11,NA,NA,NA,11,"Chama","sp.","Chama sp.",1
7,10,2010,"Sonora","Bahia de Kino","Cueva del Biólogo",28.3775,-112.31467,"Arrecife Rocoso","Zona de Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,11,11,NA,NA,NA,11,"Pentaceraster ","cumingi","Pentaceraster cumingi",1
